year,question_code,score,fundament,score_source,subcomponent
1990,weh_com_*,"3,3","Art. 166, §1º, da CF||Art. 166,  §1º, I, da CF",Own,0
1991,weh_com_*,"3,3","Art. 166, §1º, da CF||Art. 166,  §1º, I, da CF",Own,0
1992,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/1991-CN|Art. 11 da Resolução nº 1/2001-CN|Art. 166,  §1º, I, da CF",Own,0
1993,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/1991-CN|Art. 11 da Resolução nº 1/2001-CN|Art. 166,  §1º, I, da CF",Own,0
1994,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/1991-CN|Art. 11 da Resolução nº 1/2001-CN|Art. 166,  §1º, I, da CF",Own,0
1995,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/1991-CN|Art. 11 da Resolução nº 1/2001-CN|Art. 166,  §1º, I, da CF",Own,0
1996,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 2/1995-CN|Art. 15 da Resolução nº 2/1995-CN|Art. 166,  §1º, I, da CF",Own,0
1997,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 2/1995-CN|Art. 15 da Resolução nº 2/1995-CN|Art. 166,  §1º, I, da CF",Own,0
1998,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 2/1995-CN|Art. 15 da Resolução nº 2/1995-CN|Art. 166,  §1º, I, da CF",Own,0
1999,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 2/1995-CN|Art. 15 da Resolução nº 2/1995-CN|Art. 166,  §1º, I, da CF",Own,0
2000,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 2/1995-CN|Art. 15 da Resolução nº 2/1995-CN|Art. 166,  §1º, I, da CF",Own,0
2001,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 2/1995-CN|Art. 15 da Resolução nº 2/1995-CN|Art. 166,  §1º, I, da CF",Own,0
2002,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/2001-CN|Art. 18 da Resolução nº 1/2001|Art. 166,  §1º, I, da CF",Own,0
2003,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/2001-CN|Art. 18 da Resolução nº 1/2002|Art. 166,  §1º, I, da CF",Own,0
2004,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/2001-CN|Art. 18 da Resolução nº 1/2003|Art. 166,  §1º, I, da CF",Own,0
2005,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/2001-CN|Art. 18 da Resolução nº 1/2004|Art. 166,  §1º, I, da CF",Own,0
2006,weh_com_*,5,"Art. 166, §1º, da CF + Resolução nº 1/2001-CN|Art. 18 da Resolução nº 1/2005|Art. 166,  §1º, I, da CF",Own,0
2007,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2008,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2009,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2010,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2011,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2012,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2013,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2014,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2015,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2016,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2017,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2018,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2019,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2020,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2021,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2022,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
2023,weh_com_*,"6,6","Art. 166, §1º, da CF + Resolução nº 1/2006-CN|Art. 57 da Resolução nº 1/2006-CN|Art. 166,  §1º, I, da CF",Own,0
1990,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1991,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1992,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1993,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1994,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1995,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1996,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1997,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1998,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1999,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2000,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2001,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2002,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2003,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2004,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2005,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2006,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2007,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2008,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2009,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2010,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2011,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2012,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2013,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2014,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2015,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2016,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2017,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2018,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2019,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2020,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2021,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2022,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
2023,weh_com_aud,0,"Art. 166,  §1º, I, da CF",Own,1
1990,weh_com_bud,"3,3","Art. 166, §1º, da CF",Own,1
1991,weh_com_bud,"3,3","Art. 166, §1º, da CF",Own,1
1992,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/1991-CN",Own,1
1993,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/1991-CN",Own,1
1994,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/1991-CN",Own,1
1995,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/1991-CN",Own,1
1996,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 2/1995-CN",Own,1
1997,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 2/1995-CN",Own,1
1998,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 2/1995-CN",Own,1
1999,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 2/1995-CN",Own,1
2000,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 2/1995-CN",Own,1
2001,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 2/1995-CN",Own,1
2002,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2001-CN",Own,1
2003,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2001-CN",Own,1
2004,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2001-CN",Own,1
2005,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2001-CN",Own,1
2006,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2001-CN",Own,1
2007,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2008,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2009,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2010,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2011,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2012,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2013,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2014,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2015,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2016,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2017,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2018,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2019,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2020,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2021,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2022,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
2023,weh_com_bud,"3,3","Art. 166, §1º, da CF + Resolução nº 1/2006-CN",Own,1
1990,weh_com_sec,0,Sem instituição,Own,1
1991,weh_com_sec,0,Sem instituição,Own,1
1992,weh_com_sec,"1,7",Art. 11 da Resolução nº 1/2001-CN,Own,1
1993,weh_com_sec,"1,7",Art. 11 da Resolução nº 1/2001-CN,Own,1
1994,weh_com_sec,"1,7",Art. 11 da Resolução nº 1/2001-CN,Own,1
1995,weh_com_sec,"1,7",Art. 11 da Resolução nº 1/2001-CN,Own,1
1996,weh_com_sec,"1,7",Art. 15 da Resolução nº 2/1995-CN,Own,1
1997,weh_com_sec,"1,7",Art. 15 da Resolução nº 2/1995-CN,Own,1
1998,weh_com_sec,"1,7",Art. 15 da Resolução nº 2/1995-CN,Own,1
1999,weh_com_sec,"1,7",Art. 15 da Resolução nº 2/1995-CN,Own,1
2000,weh_com_sec,"1,7",Art. 15 da Resolução nº 2/1995-CN,Own,1
2001,weh_com_sec,"1,7",Art. 15 da Resolução nº 2/1995-CN,Own,1
2002,weh_com_sec,"1,7",Art. 18 da Resolução nº 1/2001,Own,1
2003,weh_com_sec,"1,7",Art. 18 da Resolução nº 1/2002,Own,1
2004,weh_com_sec,"1,7",Art. 18 da Resolução nº 1/2003,Own,1
2005,weh_com_sec,"1,7",Art. 18 da Resolução nº 1/2004,Own,1
2006,weh_com_sec,"1,7",Art. 18 da Resolução nº 1/2005,Own,1
2007,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2008,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2009,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2010,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2011,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2012,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2013,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2014,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2015,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2016,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2017,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2018,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2019,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2020,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2021,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2022,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
2023,weh_com_sec,"3,3",Art. 57 da Resolução nº 1/2006-CN,Own,1
1990,weh_exec_*,5,Art. 11 da LOA 1990|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1991,weh_exec_*,5,Art. 6º da LOA 1991|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1992,weh_exec_*,5,Art. 6º da LOA 1992|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1993,weh_exec_*,5,Art. 6º da LOA 1993|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1994,weh_exec_*,5,Art. 6º da LOA 1994|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1995,weh_exec_*,5,Art. 6º da LOA 1995|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1996,weh_exec_*,5,Art. 6º da LOA 1996|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1997,weh_exec_*,5,Art. 6º da LOA 1997|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1998,weh_exec_*,5,Art. 6º da LOA 1998|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
1999,weh_exec_*,5,Art. 6º da LOA 1999|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2000,weh_exec_*,5,Art. 6º da LOA 2000|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2001,weh_exec_*,5,Art. 6º da LOA 2001|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2002,weh_exec_*,5,Art. 6º da LOA 2002|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2003,weh_exec_*,5,Art. 6º da LOA 2003|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2004,weh_exec_*,5,Art. 4º da LOA 2004|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2005,weh_exec_*,5,Art. 4º da LOA 2005|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2006,weh_exec_*,5,Art. 4º da LOA 2006|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2007,weh_exec_*,5,Art. 4º da LOA 2007|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2008,weh_exec_*,5,Art. 4º da LOA 2008|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2009,weh_exec_*,5,Art. 4º da LOA 2009|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2010,weh_exec_*,5,Art. 4º da LOA 2010|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2011,weh_exec_*,5,Art. 4º da LOA 2011|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2012,weh_exec_*,5,Art. 4º da LOA 2012|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2013,weh_exec_*,5,Art. 4º da LOA 2013|Prática informal: só não pode deixar de executar o que é obrigatório.|Sem instituição.,Own,0
2014,weh_exec_*,"6,6",Art. 4º da LOA 2014|Art. 52 da LDO 2014|Sem instituição.,Own,0
2015,weh_exec_*,"6,6",Art. 4º da LOA 2015|Art. 56 da LDO 2015|Sem instituição.,Own,0
2016,weh_exec_*,"6,6","Art. 4º da LOA 2016|Art. 68 da LDO 2016 + Art. 166, §§9º a 18º, da CF (EC86/15)|Sem instituição.",Own,0
2017,weh_exec_*,"6,6","Art. 4º, §7º, da LOA 2017|Art. 72 da LDO 2017 + Art. 166, §§9º a 18º, da CF (EC86/15)|Sem instituição.",Own,0
2018,weh_exec_*,"6,6","Art. 4º, §6º, da LOA 2018|Art. 59 da LDO 2018 + Art. 166, §§9º a 18º, da CF (EC86/15)|Sem instituição.",Own,0
2019,weh_exec_*,"6,6","Art. 4º, §6º, da LOA 2019|Art. 62 da LDO 2019 + Art. 166, §§9º a 18º, da CF (EC86/15)|Sem instituição.",Own,0
2020,weh_exec_*,"6,6","Art. 4º, §7º, da LOA 2020|Art. 166, §§9º a 20º, da CF (EC100/19)|Sem instituição.",Own,0
2021,weh_exec_*,"6,6","Art. 4º, §7º, da LOA 2021|Art. 166, §§9º a 20º, da CF (EC100/19)|Sem instituição.",Own,0
2022,weh_exec_*,"6,6","Art. 4º, §7º, da LOA 2022|Art. 166, §§9º a 20º, da CF (EC100/19)|Sem instituição.",Own,0
2023,weh_exec_*,"6,6","Art. 4º, §7º, da LOA 2023|Art. 166, §§9º a 20º, da CF (EC100/19)|Sem instituição.",Own,0
1990,weh_exec_real,0,Art. 11 da LOA 1990,Own,1
1991,weh_exec_real,0, Art. 6º da LOA 1992,Own,1
1992,weh_exec_real,0, Art. 6º da LOA 1993,Own,1
1993,weh_exec_real,0, Art. 6º da LOA 1991,Own,1
1994,weh_exec_real,0, Art. 6º da LOA 1994,Own,1
1995,weh_exec_real,0, Art. 6º da LOA 1995,Own,1
1996,weh_exec_real,0, Art. 6º da LOA 1996,Own,1
1997,weh_exec_real,0, Art. 6º da LOA 1997,Own,1
1998,weh_exec_real,0,Art. 6º da LOA 1998,Own,1
1999,weh_exec_real,0,Art. 6º da LOA 1999,Own,1
2000,weh_exec_real,0,Art. 6º da LOA 2000,Own,1
2001,weh_exec_real,0,Art. 6º da LOA 2001,Own,1
2002,weh_exec_real,0,Art. 6º da LOA 2002,Own,1
2003,weh_exec_real,0,Art. 6º da LOA 2003,Own,1
2004,weh_exec_real,0,Art. 4º da LOA 2004,Own,1
2005,weh_exec_real,0,Art. 4º da LOA 2005,Own,1
2006,weh_exec_real,0,Art. 4º da LOA 2006,Own,1
2007,weh_exec_real,0,Art. 4º da LOA 2007,Own,1
2008,weh_exec_real,0,Art. 4º da LOA 2008,Own,1
2009,weh_exec_real,0,Art. 4º da LOA 2009,Own,1
2010,weh_exec_real,0,Art. 4º da LOA 2010,Own,1
2011,weh_exec_real,0,Art. 4º da LOA 2011,Own,1
2012,weh_exec_real,0,Art. 4º da LOA 2012,Own,1
2013,weh_exec_real,0,Art. 4º da LOA 2013,Own,1
2014,weh_exec_real,0,Art. 4º da LOA 2014,Own,1
2015,weh_exec_real,0,Art. 4º da LOA 2015,Own,1
2016,weh_exec_real,0,Art. 4º da LOA 2016,Own,1
2017,weh_exec_real,0,"Art. 4º, §7º, da LOA 2017",Own,1
2018,weh_exec_real,0,"Art. 4º, §6º, da LOA 2018",Own,1
2019,weh_exec_real,0,"Art. 4º, §6º, da LOA 2019",Own,1
2020,weh_exec_real,0,"Art. 4º, §7º, da LOA 2020",Own,1
2021,weh_exec_real,0,"Art. 4º, §7º, da LOA 2021",Own,1
2022,weh_exec_real,0,"Art. 4º, §7º, da LOA 2022",Own,1
2023,weh_exec_real,0,"Art. 4º, §7º, da LOA 2023",Own,1
1990,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1991,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1992,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1993,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1994,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1995,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1996,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1997,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1998,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
1999,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2000,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2001,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2002,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2003,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2004,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2005,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2006,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2007,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2008,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2009,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2010,ale_rest_def,5,"Art. 167, III, da CF88",Giuberti (2012),0
2011,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2012,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2013,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2014,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2015,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2016,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2017,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2018,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2019,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2020,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2021,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2022,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
2023,ale_rest_def,5,"Art. 167, III, da CF88",Own,0
1990,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1991,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1992,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1993,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1994,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1995,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1996,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1997,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1998,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
1999,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
2000,ale_macro_ap,"7,5","Art. 165, §2º, da CF88",Giuberti (2012),0
2001,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2002,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2003,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2004,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2005,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2006,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2007,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2008,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2009,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2010,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Giuberti (2012),0
2011,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2012,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2013,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2014,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2015,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2016,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2017,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2018,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2019,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2020,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2021,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2022,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
2023,ale_macro_ap,10,"Art. 165, §2º, da CF88 + Art. 4º, §1º, da LRF",Own,0
1990,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1991,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1992,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1993,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1994,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
